branch,date,segments,initial_energy_kwh,final_energy_kwh,normal_yuan,adjustment_yuan,emergency_yuan,total_yuan,q0_kwh,a_final_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,adjust_up_kwh,adjust_down_kwh,adjust_abs_kwh
Q43/C0-P1,2025-12-01,144,6460.70782723799,5009.97880893883,62656.730428615,0,26721.5684183793,89378.2988469943,83778.8605241536,83778.8605241536,21449.9090737315,18680.0824661918,5679.61315821127,426.392674825144,0,0,0
Q43/C0-P1,2025-12-02,144,5009.97880893883,5612.69971866023,68059.1777682697,0,27050.9300252604,95110.1077935302,89685.0845198159,89685.0845198159,23191.6785802714,18242.8108312706,5582.39743581069,1615.66758995909,0,0,0
Q43/C0-P1,2025-12-03,144,5612.69971866023,4534.89019104881,63211.496704979,0,35624.7729466614,98836.2696516404,84141.1821147149,84141.1821147149,19113.4860153785,16451.9522473069,5828.25802266592,185.082802642482,0,0,0
Q43/C0-P1,2025-12-04,144,4534.89019104881,1895.38411497855,68648.0446497516,0,18678.1171224406,87326.1617721923,88550.8164208656,88550.8164208656,20010.3178742734,18583.9129466247,3529.1697450684,3688.94248828524,0,0,0
Q43/C0-P1,2025-12-05,144,1895.38411497855,6479.73750672599,22462.3965573643,0,2844.85742732237,25307.2539846867,50542.6537295581,50542.6537295581,25960.739905599,16902.2812709625,832.596132621185,1058.77854420949,0,0,0
Q43/C0-P1,2025-12-06,144,6479.73750672599,10734.5970180288,23204.4123352262,0,3186.8626127862,26391.2749480124,51882.5158764426,51882.5158764426,25827.4487463813,17090.8599243963,1010.13663319445,611.121204318707,0,0,0
Q43/C0-P1,2025-12-07,144,10734.5970180288,9093.01100925656,71953.6812910327,0,4613.92853831626,76567.609829349,93635.0497880324,93635.0497880324,21850.6523579892,19176.4558178662,951.090199412579,4261.30219732201,0,0,0
Q43/C0-P1,2025-12-08,144,9093.01100925656,6875.61292441061,75739.7551422785,0,520.845471536011,76260.6006138145,98320.4599412503,98320.4599412503,19415.6328448899,17722.3208807222,91.1894045769158,8865.69293165948,0,0,0
Q43/C0-P1,2025-12-09,144,6875.61292441061,5480.64025218094,71033.1641163214,0,2867.80810420658,73900.972220528,94731.823154999,94731.823154999,22210.6390675661,19246.0930497352,503.361136108181,4868.77400660969,0,0,0
Q43/C0-P1,2025-12-10,144,5480.64025218094,8259.84444236598,69928.8280218254,0,12753.7548031223,82682.5828249476,94945.9403050537,94945.9403050537,26559.3160708959,19011.7622462591,2137.13588565731,1201.95556607427,0,0,0
Q43/C0-P1,2025-12-11,144,8259.84444236598,1874.54221638817,67270.3458579386,0,700.006041320814,67970.3518992594,88052.1375225823,88052.1375225823,16577.6264830372,19174.6494546402,215.874852587599,4690.37231343955,0,0,0
Q43/C0-P1,2025-12-12,144,1874.54221638817,8133.73580525759,23879.6337223824,0,2961.45431811419,26841.0880404966,54464.9143179087,54464.9143179087,27507.3647680294,16647.6912321213,892.567515082553,825.728147083196,0,0,0
Q43/C0-P1,2025-12-13,144,8133.73580525759,10565.4387291683,23305.876426235,0,2887.69495880837,26193.5713850434,51501.2176716728,51501.2176716728,22521.2507143873,16053.680447134,777.37205056389,2152.94107165004,0,0,0
Q43/C0-P1,2025-12-14,144,10565.4387291683,8384.78700112729,65897.1526920304,0,26056.8982176266,91954.050909657,87908.1605899218,87908.1605899218,20988.671010878,18963.4100740481,4061.55079899098,1186.94031874962,0,0,0
Q43/C0-P1,2025-12-15,144,8384.78700112729,8430.84750009306,71642.2286282092,0,10545.2714092194,82187.5000374286,95428.0256574739,95428.0256574739,23290.9043812184,18824.1780997177,1646.92050995502,3091.6085859282,0,0,0
Q43/C0-P1,2025-12-16,144,8430.84750009306,8190.70323748551,74826.4789838194,0,162.88176171629,74989.3607455357,98705.7619436756,98705.7619436756,22739.6259414913,18635.2268489548,37.1772917970529,5260.48047626945,0,0,0
Q43/C0-P1,2025-12-17,144,8190.70323748551,7463.089627121,74057.7623633785,0,1335.00535905491,75392.7677224334,97642.1666946896,97642.1666946896,20596.2770002625,17337.8366195407,238.948816140353,6392.49473010819,0,0,0
Q43/C0-P1,2025-12-18,144,7463.089627121,1688.93116131788,67452.4040204655,0,3768.77120266608,71221.1752231316,87628.3887545625,87628.3887545625,16641.8249716525,18676.6208462613,661.152538258946,2801.50686743031,0,0,0
Q43/C0-P1,2025-12-19,144,1688.93116131788,8055.86559909506,24342.548145816,0,1222.3828980436,25564.9310438596,55023.1517697438,55023.1517697438,26847.4521927545,16016.1952821317,281.795601334363,1585.365827122,0,0,0
Q43/C0-P1,2025-12-20,144,8055.86559909506,10459.8068079783,23969.6127567071,0,192.511310072651,24162.1240667797,53244.1459375264,53244.1459375264,23326.4096024989,16730.8446900292,51.0777119053813,3977.7398202954,0,0,0
Q43/C0-P1,2025-12-21,144,10459.8068079783,8285.97374663541,70859.8967845594,0,2537.20284315859,73397.099627718,94000.3130114613,94000.3130114613,22409.8577967814,20108.4345706016,466.839188037109,3143.13543998523,0,0,0
Q43/C0-P1,2025-12-22,144,8285.97374663541,6511.88227612596,69702.2120399283,0,6385.2069415682,76087.4189814965,91578.2747660947,91578.2747660947,21309.2504540088,18857.1751912056,1140.1288633533,1342.83628331155,0,0,0
Q43/C0-P1,2025-12-23,144,6511.88227612596,8712.00483515137,72910.8850393188,0,2889.15245068081,75800.0374899997,98138.140630789,98138.140630789,24994.2727672586,18265.2506383566,508.668806728522,4664.93810861548,0,0,0
Q43/C0-P1,2025-12-24,144,8712.00483515137,8019.60444843304,70094.7314430676,0,3127.90737122896,73222.6388142966,93495.7248246987,93495.7248246987,22177.4889009077,18586.9263577817,536.451423556458,2586.01605512917,0,0,0
Q43/C0-P1,2025-12-25,144,8019.60444843304,1422.0928926562,63973.7566336748,0,16270.0529514181,80243.8095850929,83283.7130238669,83283.7130238669,15338.5074612679,18361.9514438261,2787.12264276794,1079.77278252648,0,0,0
Q43/C0-P1,2025-12-26,144,1422.0928926562,8218.78452250428,23749.9631817833,0,2862.49702739072,26612.4602091741,54032.0038312593,54032.0038312593,28576.5535457732,17029.985905213,740.374531982366,246.448289348134,0,0,0
Q43/C0-P1,2025-12-27,144,8218.78452250428,10399.1751728781,21804.2455355722,0,3135.75049984177,24939.9960354139,50502.9515355407,50502.9515355407,23758.931542013,17282.3829636941,729.977791059747,1558.87334828148,0,0,0
Q43/C0-P1,2025-12-28,144,10399.1751728781,6240.93504765316,66799.0985764181,0,3405.4893006189,70204.587877037,88431.2370588642,88431.2370588642,18639.0670672025,18840.0604371365,627.496689365192,2460.59903483002,0,0,0
Q43/C0-P1,2025-12-29,144,6240.93504765316,7315.53181822519,68291.0309128378,0,8049.8806695678,76340.9115824056,93240.7484758076,93240.7484758076,23908.7947039471,18398.9866166823,1341.2967940184,1590.3075825612,0,0,0
Q43/C0-P1,2025-12-30,144,7315.53181822519,7274.74007789744,67097.4349906074,0,7551.67997055444,74649.1149611618,91643.5244465555,91643.5244465555,23322.4013921841,18927.8576939641,1312.68827782254,2289.4880928247,0,0,0
Q43/C0-P1,2025-12-31,144,7274.74007789744,1349.12688822005,66799.8738166775,0,7336.81934786654,74136.693164544,87153.6278375637,87153.6278375637,17092.7566207303,19178.1847335012,1347.22939381395,2032.29741081521,0,0,0
Q43/C1-P1,2025-01-01,144,6000,1200,0,0,423101.477271308,423101.477271308,0,0,0,4320,87687.3416166667,0,0,0,0
Q43/C1-P1,2025-01-02,144,1200,7079.75562194444,78866.4360995375,0,5617.995003106,84484.4311026435,104968.508478704,104968.508478704,29785.6035479081,18834.5588140556,1035.76430446297,2038.39211598079,0,0,0
Q43/C1-P1,2025-01-03,144,7079.75562194444,10800,56883.5520455751,0,0,56883.5520455751,95431.2012342593,95431.2012342593,13151.0345970165,7304.11808333333,0,44053.4133539095,0,0,0
Q43/C1-P1,2025-01-04,144,10800,7887.62256790124,20739.7198855891,0,6333.78321057784,27073.5030961669,44554.8041146091,44554.8041146091,17146.3585748285,16509.6901345,1649.70290994445,940.8962175583,0,0,0
Q43/C1-P1,2025-01-05,144,7887.62256790124,6737.181345,29021.5199768959,0,247522.060023111,276543.580000007,48140.5381863854,48140.5381863854,11851.2833655007,10634.9366266667,44102.5171857819,0,0,0,0
Q43/C1-P1,2025-01-06,144,6737.181345,9419.60236425926,75094.775485382,0,4466.34886679446,79561.1243521764,99074.7569620027,99074.7569620027,27514.1982525377,19872.3216672222,895.854738333336,1655.97068168724,0,0,0
Q43/C1-P1,2025-01-07,144,9419.60236425926,10373.738282963,71282.9750748066,0,26461.7421354233,97744.71721023,94181.9723018176,94181.9723018176,22862.4108533951,17659.8304644167,4511.41156058333,960.969190089161,0,0,0
Q43/C1-P1,2025-01-08,144,10373.738282963,5955.40965611111,75544.019743383,0,5272.95528337083,80816.9750267539,96054.1400420439,96054.1400420439,17835.1272630316,18422.9488472222,1286.93265555555,8408.49796512345,0,0,0
Q43/C1-P1,2025-01-09,144,5955.40965611111,2798.96206259259,70726.5511746301,0,7471.75275987891,78198.303934509,91930.7504121399,91930.7504121399,22818.4416257888,21323.7405510556,1465.37466561111,650.857886351168,0,0,0
Q43/C1-P1,2025-01-10,144,2798.96206259259,7408.70697222222,27222.3116972203,0,4787.60874848489,32009.9204457052,59571.5655838477,59571.5655838477,24325.3796565158,15554.7871031111,1033.70352466667,6319.08483844307,0,0,0
Q43/C1-P1,2025-01-11,144,7408.70697222222,10257.5719712963,23312.0915329887,0,3227.2064949216,26539.2980279103,52100.0766565501,52100.0766565501,25227.0437636488,17869.9269493889,865.170090460211,928.34164941701,0,0,0
Q43/C1-P1,2025-01-12,144,10257.5719712963,7294.96885901235,73586.0878025772,0,10424.7509353014,84010.8387378786,94419.7166758333,94419.7166758333,20254.8440729081,19072.7665001111,1777.76707683333,4108.20111320302,0,0,0
Q43/C1-P1,2025-01-13,144,7294.96885901235,7174.77751685185,73048.220346978,0,3576.61748657443,76624.8378335524,96309.16479976,96309.16479976,24093.1726150206,19623.6420261111,694.021154444442,4281.95839862825,0,0,0
Q43/C1-P1,2025-01-14,144,7174.77751685185,5771.27392333333,70680.4990749876,0,5631.54632466667,76312.0453996543,93220.0337007202,93220.0337007202,23841.0620687929,20574.4135098889,1205.90302622222,1897.37690137174,0,0,0
Q43/C1-P1,2025-01-15,144,5771.27392333333,7003.46351351852,68983.3712252914,0,27307.1473478102,96290.5185731015,92610.9729951989,92610.9729951989,23333.4256034294,17791.1041076111,4646.64496015294,1604.40519286693,0,0,0
Q43/C1-P1,2025-01-16,144,7003.46351351852,1364.73333333334,64850.0733268418,0,19712.6010168127,84562.6743436545,85040.4380802126,85040.4380802126,19414.6251602538,20800.7035419722,3447.47245247222,672.575797736624,0,0,0
Q43/C1-P1,2025-01-17,144,1364.73333333334,6459.52527604938,24063.2575611295,0,1707.18307792366,25770.4406390532,53573.6342796296,53573.6342796296,27518.1843318244,17704.4165603333,546.125289666667,1614.82333113855,0,0,0
Q43/C1-P1,2025-01-18,144,6459.52527604938,9599.58145981482,24404.5811249887,0,2732.25347459167,27136.8345995804,54061.9912996694,54061.9912996694,24318.6322495885,16872.0415567778,718.431725000002,4286.35831519205,0,0,0
Q43/C1-P1,2025-01-19,144,9599.58145981482,6368.3876662963,64830.6659401485,0,26436.2704111707,91266.9363513192,86125.3683133745,86125.3683133745,19015.01314393,18310.23506075,4413.52443647222,1122.77186666666,0,0,0
Q43/C1-P1,2025-01-20,144,6368.3876662963,5239.77219962963,67161.7078568927,0,13524.4737106911,80686.1815675838,89602.6168055556,89602.6168055556,23359.7782125857,19937.1742721945,2356.46584447222,478.538826303151,0,0,0
Q43/C1-P1,2025-01-21,144,5239.77219962963,6289.31312537037,67140.9826224679,0,2722.04361826753,69863.0262407354,92627.3545079904,92627.3545079904,25407.1858751715,19635.2337257222,622.206832508228,3971.25284104939,0,0,0
Q43/C1-P1,2025-01-22,144,6289.31312537037,6268.05790529143,70330.6877286289,0,4451.43703551453,74782.1247641434,94440.9122173423,94440.9122173423,25703.8908317894,20839.2812718205,804.059803992768,1488.6930946995,0,0,0
Q43/C1-P1,2025-01-23,144,6268.05790529143,1490.34973786185,65767.6282560886,0,23011.3564225297,88778.9846786183,85597.670043812,85597.670043812,18662.7425687723,19416.7588313922,3837.80859844733,474.835971545883,0,0,0
Q43/C1-P1,2025-01-24,144,1490.34973786185,7375.94004475767,20964.6578111814,0,9115.84100769153,30080.4988188729,47961.2193910243,47961.2193910243,26441.2429222426,16120.3754908103,2317.45571266756,134.986188926161,0,0,0
Q43/C1-P1,2025-01-25,144,7375.94004475767,10348.2629843677,19280.0442355979,0,11970.6218595182,31250.6660951161,44959.8371859046,44959.8371859046,21857.8455915032,15029.7642834685,2928.06626578934,2740.88667699258,0,0,0
Q43/C1-P1,2025-01-26,144,10348.2629843677,5664.86577036034,70369.9859127519,0,4569.98797081688,74939.9738835688,91768.973681737,91768.973681737,19807.7062542919,20259.2995585831,1004.42357717292,5572.97552986775,0,0,0
Q43/C1-P1,2025-01-27,144,5664.86577036034,6289.78433173046,63294.8251970774,0,11278.0755448333,74572.9007419108,87824.494457329,87824.494457329,23210.3489579645,18237.9559507182,2140.00541076181,753.266744177721,0,0,0
Q43/C1-P1,2025-01-28,144,6289.78433173046,7220.72378198417,67356.2027846287,0,8003.31306079494,75359.5158454236,92964.6805164323,92964.6805164323,25424.1129566155,19755.6859896302,1576.63671343859,1917.17922955225,0,0,0
Q43/C1-P1,2025-01-29,144,7220.72378198417,9076.61181160879,61155.9599315135,0,12947.0894289158,74103.0493604294,87499.4908533436,87499.4908533436,24573.7745875599,18234.4581892613,2499.95903957054,2270.54744461561,0,0,0
Q43/C1-P1,2025-01-30,144,9076.61181160879,1661.99963390803,57863.3976781478,0,19821.0880116216,77684.4856897694,77500.5797296185,77500.5797296185,15241.0605642893,19018.410017005,3518.01325520526,917.421320872855,0,0,0
Q43/C1-P1,2025-01-31,144,1661.99963390803,5302.1006315729,18964.1104017079,0,14902.1901198463,33866.3005215542,43849.6761136664,43849.6761136664,21601.11148608,14220.8094058264,3541.17116157326,1209.37214498603,0,0,0
Q43/C1-P1,2025-02-01,144,5302.1006315729,10381.6053222988,19701.7539576825,0,589.611050850883,20291.3650085334,47595.775131273,47595.775131273,25751.6688886128,16287.297578123,141.169636346307,4051.26085712956,0,0,0
Q43/C1-P1,2025-02-02,144,10381.6053222988,8386.38009580123,59912.6682854827,0,854.720184041552,60767.3884695242,85722.3749257286,85722.3749257286,21442.1613771198,19163.8534193149,177.14076217885,5275.48311343583,0,0,0
Q43/C1-P1,2025-02-03,144,8386.38009580123,8593.08154087579,62736.8672641705,0,4258.02746826608,66994.8947324366,88558.3645801379,88558.3645801379,22577.9031476164,18102.0702490022,852.519393388735,4718.96124157904,0,0,0
Q43/C1-P1,2025-02-04,144,8593.08154087579,5627.18207707196,63844.4118154781,0,727.043538939142,64571.4553544173,87861.5031132331,87861.5031132331,19887.1716211989,18777.9185305945,130.639190848641,5648.82359681073,0,0,0
Q43/C1-P1,2025-02-05,144,5627.18207707196,7221.02387916008,60286.34692703,0,9388.08964427197,69674.436571302,86481.9008542613,86481.9008542613,24466.2583619051,18383.2116512638,1750.09195448117,1402.48244810121,0,0,0
Q43/C1-P1,2025-02-06,144,7221.02387916008,1381.13852623906,62543.4680289708,0,2727.01939060498,65270.4874195758,84837.892848455,84837.892848455,17827.15809161,19695.894871833,552.404196770831,6840.78160878219,0,0,0
Q43/C1-P1,2025-02-07,144,1381.13852623906,7086.10843672402,19141.0725741135,0,2754.71814077086,21895.7907148843,47088.3366145636,47088.3366145636,26296.5737352819,16165.7518061419,604.177750350988,5745.67443577452,0,0,0
Q43/C1-P1,2025-02-08,144,7086.10843672402,9994.21152554657,14704.8390862775,0,9078.32162683706,23783.1607131146,37504.4626942269,37504.4626942269,24415.0137359127,17158.868346149,2409.26568949984,1218.13361062967,0,0,0
Q43/C1-P1,2025-02-09,144,9994.21152554657,4826.20790497835,56263.0959631797,0,5839.53287373726,62102.6288369169,78943.751270866,78943.751270866,18497.7428957957,19634.3750041059,1253.19603732137,1819.00511649756,0,0,0
Q43/C1-P1,2025-02-10,144,4826.20790497835,4790.30213245064,54689.9357907149,0,4065.4807556119,58755.4165463268,81087.4537824952,81087.4537824952,21784.4425533964,17677.7136635261,871.388210126317,3544.43885275116,0,0,0
Q43/C1-P1,2025-02-11,144,4790.30213245064,4945.60602002231,56048.1093135592,0,7614.63492776702,63662.7442413262,81747.4265813535,81747.4265813535,22953.8754252163,18452.8655956107,1493.72709263755,3461.7000443854,0,0,0
Q43/C1-P1,2025-02-12,144,4945.60602002231,7862.796431275,56604.3719977915,0,8558.87452530978,65163.2465231013,84866.3543066755,84866.3543066755,25442.1507860181,17982.6707665473,1674.78069770038,3818.95885157172,0,0,0
Q43/C1-P1,2025-02-13,144,7862.796431275,1252.13859671733,47954.3335175207,0,5840.90225949458,53795.2357770152,69715.4067917874,69715.4067917874,15896.3005943913,18825.5955325589,1389.57284606886,2567.18389269049,0,0,0
Q43/C1-P1,2025-02-14,144,1252.13859671733,3758.73299043955,14997.9657332287,0,6275.76393123972,21273.7296644684,37426.1229885434,37426.1229885434,22546.1435741831,16006.4413407383,1907.67045765703,3007.01772942229,0,0,0
Q43/C1-P1,2025-02-15,144,3758.73299043955,9853.23456153474,16365.4511876208,0,7494.98220240025,23860.4333900211,40225.1766920645,40225.1766920645,25671.0689700752,15308.5144517753,2226.64484621682,2938.55758664797,0,0,0
Q43/C1-P1,2025-02-16,144,9853.23456153474,5660.04397698682,53562.4752658377,0,12196.3057757794,65758.7810416171,76863.4049217916,76863.4049217916,16104.0263344946,16818.1328570337,2417.05293484906,4621.98361251315,0,0,0
Q43/C1-P1,2025-02-17,144,5660.04397698682,7778.52483767698,56642.7884693501,0,6692.48574317829,63335.2742125284,84732.1630007268,84732.1630007268,21565.6029571023,15561.5056206317,1496.74072241545,9055.1565533383,0,0,0
Q43/C1-P1,2025-02-18,144,7778.52483767698,4224.58442126152,45832.0778896841,0,16600.9839807161,62433.0618704002,68397.4867207463,68397.4867207463,15716.5311593042,15928.9366138103,3505.54835341796,1.87941200370642,0,0,0
Q43/C1-P1,2025-02-19,144,4224.58442126152,5527.65875559078,48953.1487654769,0,17739.0197777863,66692.1685432632,74759.0108349344,74759.0108349344,22639.9075520172,17165.5582162376,3687.82921607966,120.841665234427,0,0,0
Q43/C1-P1,2025-02-20,144,5527.65875559078,1329.38549047193,48937.3297195639,0,9213.32041995296,58150.6501395169,72116.4663462997,72116.4663462997,17829.2356769742,18220.1268369561,1913.21717129653,3271.68261091141,0,0,0
Q43/C1-P1,2025-02-21,144,1329.38549047193,6426.75485433683,15560.7043066896,0,5218.95362099129,20779.6579276809,38573.5352606164,38573.5352606164,24996.8853407955,15659.8446985659,1786.77515623526,5482.98774128874,0,0,0
Q43/C1-P1,2025-02-22,144,6426.75485433683,10134.657758273,15427.9430627886,0,3954.75038558421,19382.6934483728,37653.2077588,37653.2077588,23789.0758799234,15932.0388491954,1302.77105295823,3401.42723103025,0,0,0
Q43/C1-P1,2025-02-23,144,10134.657758273,6481.91431579654,48243.5569901897,0,8610.55202515548,56854.1090153452,71998.5615044943,71998.5615044943,17798.9388922196,17704.6096009266,1844.64638335926,2198.37991322727,0,0,0
Q43/C1-P1,2025-02-24,144,6481.91431579654,4132.37949135087,47053.3228076626,0,8802.35182176454,55855.6746294271,69872.2926577055,69872.2926577055,18162.7513388239,16826.4099264485,1820.24603393888,2146.25032926893,0,0,0
Q43/C1-P1,2025-02-25,144,4132.37949135087,4988.54052551658,49571.4653641751,0,4625.87817916649,54197.3435433416,76514.371358073,76514.371358073,19736.1184919514,15215.7110477315,1101.63401235273,7250.27635953911,0,0,0
Q43/C1-P1,2025-02-26,144,4988.54052551658,6500.12047604405,45418.5331679104,0,18146.2435391572,63564.7767070676,71079.3541992416,71079.3541992416,23156.0709640148,17395.9955253773,3672.8753520169,205.769412620966,0,0,0
Q43/C1-P1,2025-02-27,144,6500.12047604405,1341.32565693651,42093.7503917835,0,11196.6544442086,53290.4048359921,64421.7834925384,64421.7834925384,17881.3043266235,19126.7718417618,2169.09618198978,704.539656333168,0,0,0
Q43/C1-P1,2025-02-28,144,1341.32565693651,4344.92275892528,14593.9725885314,0,2748.39668627648,17342.3692748079,35885.0607328562,35885.0607328562,20798.1675222176,14143.2783012064,970.02286527606,6946.67749378765,0,0,0
Q43/C1-P1,2025-03-01,144,4344.92275892528,10382.3811039152,16847.4790807425,0,518.093847021602,17365.5729277641,42731.0612020758,42731.0612020758,24112.2261155967,14097.1906431425,110.662352803162,9279.13881575797,0,0,0
Q43/C1-P1,2025-03-02,144,10382.3811039152,6075.39821501452,51490.3279377527,0,2876.3483255038,54366.6762632565,75665.0271328436,75665.0271328436,16573.8193271407,17301.0782549946,539.68404597212,4603.6263733362,0,0,0
Q43/C1-P1,2025-03-03,144,6075.39821501452,6268.80841237248,53749.8424876251,0,7163.67020636807,60913.5126939931,81223.0767201981,81223.0767201981,21642.1422299035,17356.0660285997,1557.2315097765,6479.5353953374,0,0,0
Q43/C1-P1,2025-03-04,144,6268.80841237248,6369.39562864566,46582.6394817038,0,7926.63803242971,54509.2775141335,72009.6631160117,72009.6631160117,21450.5461108307,17284.413855127,1728.59717420449,369.821767845788,0,0,0
Q43/C1-P1,2025-03-05,144,6369.39562864566,6496.65708670373,47906.9987680617,0,3614.70103744427,51521.699805506,75507.9030134225,75507.9030134225,21036.472466566,16925.0073856662,723.311523252983,6010.34243910899,0,0,0
Q43/C1-P1,2025-03-06,144,6496.65708670373,1263.67903071725,41653.6067628221,0,4932.60433798422,46586.2111008064,63782.6307053234,63782.6307053234,17154.647056038,18604.9443657786,1253.41860612509,391.830821189067,0,0,0
Q43/C1-P1,2025-03-07,144,1263.67903071725,4874.55571662346,14235.2228389761,0,1830.46214860736,16065.6849875835,35493.868969476,35493.868969476,19822.8104196296,12806.6874225844,598.207638488571,8132.67307758599,0,0,0
Q43/C1-P1,2025-03-08,144,4874.55571662346,9812.90188195907,13435.4671131542,0,5362.41337406553,18797.8804872197,34720.279435166,34720.279435166,22922.3108766882,14122.5602613154,1885.15959118237,8866.78389430892,0,0,0
Q43/C1-P1,2025-03-09,144,9812.90188195907,5788.43484416084,43189.2310760175,0,4202.69868363852,47391.929759656,68391.0836842196,68391.0836842196,19130.2321685304,19117.508390528,943.541298944866,6016.79115516207,0,0,0
Q43/C1-P1,2025-03-10,144,5788.43484416084,6503.43483256679,44689.822142177,0,13156.1982593175,57846.0204014946,70122.7126052974,70122.7126052974,22801.8593831424,17826.00611078,2934.99443481742,48.6356510857435,0,0,0
Q43/C1-P1,2025-03-11,144,6503.43483256679,5200.89409123783,37975.7121749066,0,29921.6560248559,67897.3681997626,59565.5832542779,59565.5832542779,15433.190037603,13673.1705976545,6543.48430202249,368.805983018556,0,0,0
Q43/C1-P1,2025-03-12,144,5200.89409123783,6332.72541083225,44374.7011954756,0,4132.61400328035,48507.315198756,71416.8793913245,71416.8793913245,22948.7951441115,17569.8758790953,892.549213832927,4542.45965680796,0,0,0
Q43/C1-P1,2025-03-13,144,6332.72541083225,1258.89705509662,42426.0644504585,0,9109.2457870425,51535.310237501,64654.8027293404,64654.8027293404,16022.7252755079,17544.8529933234,1997.86378453127,454.851215020544,0,0,0
Q43/C1-P1,2025-03-14,144,1258.89705509662,4326.23233402926,12458.0281651307,0,4030.93525693382,16488.9634220645,32177.895869028,32177.895869028,18951.4155289176,12590.0448273839,1296.23912647726,11068.4416439716,0,0,0
Q43/C1-P1,2025-03-15,144,4326.23233402926,10057.7800736109,13601.4503770282,0,6551.99865561699,20153.4490326452,35086.0761752466,35086.0761752466,23634.2064623254,13985.3142688601,2048.52009527262,6746.378927054,0,0,0
Q43/C1-P1,2025-03-16,144,10057.7800736109,5158.67911282946,39691.8619295543,0,11927.8345931372,51619.6965226915,61087.7240255257,61087.7240255257,15734.4389547785,17154.0864180738,2775.34855091393,1949.11977306827,0,0,0
Q43/C1-P1,2025-03-17,144,5158.67911282946,5312.85795087933,37480.6637010078,0,8451.78132710275,45932.4450281106,62203.5482056955,62203.5482056955,20394.102266969,16380.461882,1956.82308587891,2255.37113993877,0,0,0
Q43/C1-P1,2025-03-18,144,5312.85795087933,5116.4945956565,43817.0157614263,0,6387.38398379032,50204.3997452166,70372.47695622,70372.47695622,19222.7554106939,15747.1589023626,1300.88031185105,7079.77405973972,0,0,0
Q43/C1-P1,2025-03-19,144,5116.4945956565,4333.62634852046,35053.0274277792,0,24814.9813239208,59868.0087517,56521.185557767,56521.185557767,16286.0800305751,13896.3062471883,5373.23647722643,38.7844682732237,0,0,0
Q43/C1-P1,2025-03-20,144,4333.62634852046,1485.95771712877,40109.2468176835,0,8332.27217480467,48441.5189924881,62844.2798336007,62844.2798336007,18409.180518484,17474.3379882245,1740.06612642089,1272.2899464288,0,0,0
Q43/C1-P1,2025-03-21,144,1485.95771712877,4432.38073835456,12058.6647608524,0,6031.19049556726,18089.8552564196,31015.9924533123,31015.9924533123,19801.4502354715,13387.3939716287,2077.69356466486,14654.4302374677,0,0,0
Q43/C1-P1,2025-03-22,144,4432.38073835456,10495.4464924167,14206.7813779692,0,1225.28780200347,15432.0691799727,36176.7123970206,36176.7123970206,22759.3847478487,12978.3424671015,418.212367380259,11105.4877503203,0,0,0
Q43/C1-P1,2025-03-23,144,10495.4464924167,4400.47520915709,38796.3421246051,0,5499.43750719188,44295.7796317969,61685.0660864739,61685.0660864739,13957.3200957641,16790.9034325026,1192.97542556635,6926.09306544536,0,0,0
Q43/C1-P1,2025-03-24,144,4400.47520915709,4546.62874943406,39000.5738530345,0,6438.84908881601,45439.4229418505,64202.0784514774,64202.0784514774,20801.9339822494,16718.0283393728,1492.87814897002,3630.64720757078,0,0,0
Q43/C1-P1,2025-03-25,144,4546.62874943406,4890.31831057421,43929.5854430464,0,7404.59133807934,51334.1767811257,70916.6822798661,70916.6822798661,18805.4390702271,14923.0850418578,1723.89049239704,7782.81902722723,0,0,0
Q43/C1-P1,2025-03-26,144,4890.31831057421,6431.94046101793,37774.5813454002,0,7037.72241984984,44812.30376525,62260.9369287026,62260.9369287026,23591.9563427966,17722.0247022659,1677.02838639755,2495.25880790281,0,0,0
Q43/C1-P1,2025-03-27,144,6431.94046101793,1479.46824252861,37516.1258230511,0,5228.66717930009,42744.7930023512,59919.906748112,59919.906748112,15158.6661917338,16735.7446119447,1228.21628750892,3840.76038916523,0,0,0
Q43/C1-P1,2025-03-28,144,1479.46824252861,3729.6680540524,12104.9280076815,0,3310.30760395357,15415.2356116351,30910.133864601,30910.133864601,18356.9580931292,12843.9562250632,1126.64205373211,15728.5132836005,0,0,0
Q43/C1-P1,2025-03-29,144,3729.6680540524,9625.85184711601,12915.0299087364,0,3766.20494277497,16681.2348515113,34744.161067063,34744.161067063,24269.4064493308,14351.6538102007,1169.36496777513,18420.737545708,0,0,0
Q43/C1-P1,2025-03-30,144,9625.85184711601,5298.77647845554,35882.1389646195,0,4909.48015177587,40791.6191163954,59261.6569168101,59261.6569168101,15614.1332927025,16541.8157988834,1162.08648969664,6023.22454602103,0,0,0
Q43/C1-P1,2025-03-31,144,5298.77647845554,4991.60649842409,33540.1283922102,0,21343.6103948704,54883.7387870807,54773.3643146786,54773.3643146786,15624.974132868,12932.6820296514,5197.06484208015,299.139236875411,0,0,0
Q43/C1-P1,2025-04-01,144,4991.60649842409,3694.21998216348,41630.9627913253,0,4785.17121181302,46416.1340031383,66787.333893766,66787.333893766,17275.6905114464,15160.9571789061,1224.88055517781,5700.05626640359,0,0,0
