day,date,plan_cost,emergency_cost,total,initial_energy,end_energy,plan_kwh,emergency_kwh,charge_kwh,discharge_kwh,unused_kwh
338,2025-12-05,24571.070468890433,2497.6503800050905,27068.720848895522,8999.547764806506,9254.460186063512,46177.97167990985,829.578600234009,20662.856212006318,16507.49235259381,1540.558737398018
339,2025-12-06,24083.677126469687,6304.866161496389,30388.543287966077,9254.460186063512,8694.070171122674,45714.28587401209,1607.1768729224227,19156.57938442789,16021.180314833344,521.4328606733009
340,2025-12-07,59610.53983800348,3184.441506027898,62794.98134403138,8694.070171122674,9173.919662938328,93561.63462494407,793.2400021040013,25478.257323473925,20205.523889379798,1429.4599429539599
341,2025-12-08,64030.062695175046,102.78694450120992,64132.84963967626,9173.919662938328,9734.891857709767,99259.80552444779,23.571996798920907,26302.34228836905,20800.022278284632,5933.846394495572
342,2025-12-09,60785.3058054593,1556.9304923885597,62342.236297847856,9734.891857709767,8941.29762929748,94736.03946434007,346.70624270728445,24874.91024555831,20862.912104473296,3682.293299295665
343,2025-12-10,60337.310316278315,1847.4156700254352,62184.72598630375,8941.29762929748,8843.737950549103,94460.44190754385,525.7784280555974,25330.17923984712,20605.248895149693,1873.6715242354003
344,2025-12-11,60671.577606021834,249.83065266374336,60921.40825868558,8843.737950549103,8948.704515315496,94810.29801838152,68.38837462217506,25839.706325413103,20835.69221529487,3913.4175828854436
345,2025-12-12,24852.365289710644,1047.934336612056,25900.2996263227,8948.704515315496,8572.408062316523,47330.8713799465,445.44867481593565,20678.015715972346,17087.85953763669,471.75039309341923
346,2025-12-13,25561.718963006533,679.6552640812955,26241.37422708783,8572.408062316523,8954.911896694954,49149.40487066535,181.96060188213903,21679.78767150568,17216.374562979036,1069.4189806875095
347,2025-12-14,60581.07280996299,2433.8156756854623,63014.88848564845,8954.911896694954,8924.675734152826,95031.18570775626,572.2614017828854,25513.15963807511,20692.87185312876,2004.4375245927724
348,2025-12-15,64526.041297656586,272.96509542399707,64799.006393080585,8924.675734152826,9142.569248275033,100498.97348609741,55.74898236015099,26520.938865727694,21285.85631852944,5850.081954592596
349,2025-12-16,63564.324910589356,88.1587687852755,63652.48367937463,9142.569248275033,8856.028695948355,98859.6690415427,25.5291898791815,25973.864116746325,21296.716431658526,4789.95921300079
350,2025-12-17,62884.59111766525,610.5698096239055,63495.16092728916,8856.028695948355,8859.601784001934,98513.17553073597,129.90703228835264,25949.210098705993,21015.64440070364,5517.669798355337
351,2025-12-18,62705.250856703264,685.2427830206705,63390.493639723936,8859.601784001934,8873.283943355837,97884.0568107482,212.6679866864465,25840.920593471896,20918.83173729373,5808.368974589785
352,2025-12-19,26931.81046231113,502.38212807644345,27434.19259038757,8873.283943355837,8454.170801404942,51209.437979123504,173.41550651374297,22128.05365346577,18300.925287063073,4647.333819234559
353,2025-12-20,27024.609939884518,291.3681393989894,27315.978079283508,8454.170801404942,8812.386776813973,51776.349704139604,69.89269677090341,22404.68034618217,17825.39670253943,4410.606507267738
354,2025-12-21,61917.81638262606,1334.6041587191185,63252.42054134518,8812.386776813973,8953.415064269242,97008.90814670773,337.85865820694505,25771.766803057115,20748.20565176654,3285.4237869574563
355,2025-12-22,61360.13633932611,1889.3059954411556,63249.44233476727,8953.415064269242,8549.947693963502,96096.17329751112,460.07800055759026,25285.596401459497,20844.45371845736,3177.6815317332776
356,2025-12-23,61547.520299542935,571.4324348160891,62118.95273435902,8549.947693963502,8704.349921971823,96376.09312565524,139.68084230488944,25981.644472897562,20906.170017839526,4182.206979568749
357,2025-12-24,60723.58706817994,1904.2089442466408,62627.79601242658,8704.349921971823,8621.978503474686,95488.16489342133,369.9925012096252,25807.04381220225,20977.839764531247,3174.3940302932574
358,2025-12-25,60525.44487568015,2688.707361544939,63214.15223722509,8621.978503474686,8600.399938449631,94996.63482062222,678.4845993510348,25648.7442923131,20794.903585296168,3008.8301796229835
359,2025-12-26,25687.221342753874,1132.7754334893234,26819.9967762432,8600.399938449631,8724.21534378032,49203.44842094756,364.56763009953005,21616.22620202047,17397.70935883896,2341.8767745322516
360,2025-12-27,25276.812569307564,1111.495530306371,26388.308099613936,8724.21534378032,8561.414383642852,48876.945732735534,321.17041231976896,21485.274890101926,17549.59352510629,1923.625713392996
361,2025-12-28,60775.360142728096,2166.314307279439,62941.67445000754,8561.414383642852,8818.52625018639,95577.62732511006,418.49031562863547,25820.312714558648,20683.05261890331,4049.602795083343
362,2025-12-29,60855.44925104296,1378.6535460528569,62234.10279709582,8818.52625018639,8504.619639736926,95401.8686415131,364.0862215765954,25474.96892681884,20917.240780127788,3684.4604497319388
363,2025-12-30,59547.85858574159,1734.8570611877153,61282.715646929304,8504.619639736926,8537.899617004696,93832.59002129346,421.16084421904304,25434.342911137213,20571.865778480158,3166.8711328554514
364,2025-12-31,56051.89415878216,5750.079537828975,61801.97369661114,8537.899617004696,1200.0,85518.19970962682,1386.0927389684048,17194.941945544022,20532.012631194884,1594.9402009127257
