model,date,plan_cost,emg_cost,total_cost,emg_kwh,e0,e_end
M1_R2,2025-07-28,49568.72862022443,16840.08206373663,66408.81068396106,3179.5323435509235,9323.214553581169,8588.927294693282
M1_R2,2025-07-29,49866.26133525244,6373.408012476305,56239.66934772875,1259.8581340166631,8588.927294693282,8706.007586116357
M1_R2,2025-07-30,48122.44276796087,8614.225162341669,56736.66793030254,2192.705021920209,8706.007586116357,8537.59398700093
M1_R2,2025-07-31,45246.08398812465,10745.54107388344,55991.62506200809,2273.3201109653924,8537.59398700093,2757.1696103858926
M1_R2,2025-08-01,21524.332045131516,8912.40444790178,30436.7364930333,2750.0023141803413,2757.1696103858926,2275.276480183046
M1_R2,2025-08-02,26726.843284640196,864.1580355324966,27591.00132017269,164.8905338293285,2275.276480183046,8736.455073141602
M1_R2,2025-08-03,45249.11953900791,5577.322538708684,50826.442077716594,1008.4985754579825,8736.455073141602,8299.232492383808
M1_R2,2025-08-04,44095.44785756479,5122.304816186101,49217.75267375089,1090.9761311415143,8299.232492383808,8541.61961581257
M1_R2,2025-08-05,43580.98885013636,3504.8814227619105,47085.870272898275,769.7606773944578,8541.61961581257,8294.371258794054
M1_R2,2025-08-06,43455.05705076027,13227.003394070955,56682.06044483123,2994.253882050709,8294.371258794054,8146.196007730367
M1_R2,2025-08-07,41911.73954614643,4419.802790675449,46331.54233682188,1115.7480243686987,8146.196007730367,2111.528730109817
M1_R2,2025-08-08,21935.533682664107,3846.362375759973,25781.896058424085,1005.5208052694289,2111.528730109817,2093.7877417468976
M1_R2,2025-08-09,24003.362222967975,5968.3419190503455,29971.704142018316,1560.7918508613902,2093.7877417468976,7511.669633929447
M1_R2,2025-08-10,43573.85162700854,7056.747191038058,50630.5988180466,1302.066389648,7511.669633929447,8310.108547478736
M1_R2,2025-08-11,44054.35647310471,5489.237203788201,49543.59367689291,1113.7033562983665,8310.108547478736,8126.453715679769
M1_R2,2025-08-12,42760.81757522991,19727.62525789585,62488.442833125766,3793.7296689940463,8126.453715679769,8243.52808229033
M1_R2,2025-08-13,44154.4332911015,4401.919496675611,48556.35278777711,955.1501958253814,8243.52808229033,8712.631902448265
M1_R2,2025-08-14,40480.92961606599,12070.52178968857,52551.45140575456,2615.789681148822,8712.631902448265,2345.181575181058
M1_R2,2025-08-15,21907.26525467932,4280.126375104321,26187.391629783644,1352.1638154576394,2345.181575181058,2068.743545550564
M1_R2,2025-08-16,24137.78437617301,5938.349831078263,30076.13420725127,1603.6898394791438,2068.743545550564,7726.23971577871
M1_R2,2025-08-17,42400.901164667004,8011.004410413924,50411.90557508092,1766.4688700713732,7726.23971577871,8179.413142526226
M1_R2,2025-08-18,42322.948424023096,9603.768130248933,51926.71655427203,2145.493042361363,8179.413142526226,7991.932818357346
M1_R2,2025-08-19,42475.18629224079,6738.903435757156,49214.08972799794,1576.1440834050409,7991.932818357346,7881.780076928616
M1_R2,2025-08-20,42756.456413974534,38255.67644596688,81012.13285994143,6882.299230200191,7881.780076928616,7906.066725988722
M1_R2,2025-08-21,41940.123730889536,4146.338658585086,46086.46238947462,919.2171904433008,7906.066725988722,3079.252311621878
M1_R2,2025-08-22,21353.741688798273,8947.689277709724,30301.430966507996,2300.4932579665474,3079.252311621878,2434.036388640516
M1_R2,2025-08-23,24811.148128273337,4208.57477612721,29019.722904400543,1150.0311750526057,2434.036388640516,8323.38170556995
M1_R2,2025-08-24,43995.19455659983,9663.82391780613,53659.018474405966,2170.418921327182,8323.38170556995,8607.098077684406
M1_R2,2025-08-25,43393.62939439539,31136.67024262967,74530.29963702505,5720.192841744785,8607.098077684406,8170.86139274667
M1_R2,2025-08-26,44834.52008002019,4236.155624609676,49070.67570462987,928.6996512609455,8170.86139274667,8766.661111275067
M1_R2,2025-08-27,44182.260170441274,12750.073105957104,56932.33327639838,2464.9434817028514,8766.661111275067,8469.351380541691
M1_R2,2025-08-28,42074.34031010096,25465.10797960033,67539.44828970128,4460.400565045056,8469.351380541691,3031.6480713298324
M1_R2,2025-08-29,22782.143572613528,4510.668422103321,27292.811994716845,1057.6035805868744,3031.6480713298324,2906.275954282724
M1_R2,2025-08-30,25521.983449528863,3098.1913665174516,28620.174816046314,851.0547580780719,2906.275954282724,8260.719935546173
M1_R2,2025-08-31,44738.558613330366,7293.106541202442,52031.66515453281,1612.118733986153,8260.719935546173,8883.879612964236
M1_R2,2025-09-01,44587.058171261946,3.091437076818693e-05,44587.05820217632,6.085240972164091e-06,8883.879612964236,10800.0
M1_R2,2025-09-02,36930.76898250669,8776.448157765823,45707.217140272514,2193.450774807638,10800.0,9611.6276524414
M1_R2,2025-09-03,36185.1202676317,6531.431860239799,42716.552127871495,1681.6175546266986,9611.6276524414,8273.426598388913
M1_R2,2025-09-04,34879.24101095464,6750.795925406391,41630.03693636103,1541.3365288439923,8273.426598388913,3699.510995158746
M1_R2,2025-09-05,16148.328600449975,3093.492011761114,19241.820612211086,1003.2165632515863,3699.510995158746,2548.469913507619
M1_R2,2025-09-06,19174.647581065234,4552.940558470547,23727.588139535786,1093.642359431395,2548.469913507619,8092.667701137945
M1_R2,2025-09-07,35335.506024209506,13541.957111723044,48877.46313593254,2479.7738489811413,8092.667701137945,7251.891433076358
M1_R2,2025-09-08,29375.030654043803,61498.53051388718,90873.56116793097,13256.51171032948,7251.891433076358,5819.892580872196
M1_R2,2025-09-09,35528.002363033156,13362.582492348247,48890.5848553814,3398.8636464703277,5819.892580872196,7568.1318962515
M1_R2,2025-09-10,34672.607729570555,47993.98657250834,82666.5943020789,9150.37740763765,7568.1318962515,7789.733335060532
M1_R2,2025-09-11,33283.4818872823,11212.588515257055,44496.07040253935,2748.9407061779766,7789.733335060532,3168.635017309185
M1_R2,2025-09-12,14598.208426961179,11308.698977191318,25906.907404152495,3427.3133432516674,3168.635017309185,2286.076307288496
M1_R2,2025-09-13,18868.59875205876,7139.857630800488,26008.456382859244,1773.7892704314506,2286.076307288496,8349.486353010665
M1_R2,2025-09-14,35463.574330594,32679.416517027974,68142.99084762197,5786.740192919007,8349.486353010665,7613.235898213691
M1_R2,2025-09-15,29738.590931291677,40595.48546346232,70334.076394754,9772.224092659253,7613.235898213691,6751.228358532483
M1_R2,2025-09-16,33187.74851095496,42064.73137199059,75252.47988294555,8753.92476488011,6751.228358532483,7085.622938271376
M1_R2,2025-09-17,34020.618671186276,42660.06485831578,76680.68352950206,8277.883791371725,7085.622938271376,7717.961088271811
M1_R2,2025-09-18,31347.327578909386,39226.789114930056,70574.11669383945,7898.632772940615,7717.961088271811,2964.931181131017
M1_R2,2025-09-19,14063.706014675015,16604.434568503566,30668.14058317858,4776.192293344514,2964.931181131017,2708.608300033945
M1_R2,2025-09-20,17016.17101618056,16025.287005619863,33041.45802180043,4022.829364719367,2708.608300033945,8043.420679391056
M1_R2,2025-09-21,36480.95299036907,15041.986584129212,51522.93957449829,3018.609103049389,8043.420679391056,8576.524215418614
M1_R2,2025-09-22,37171.230194401665,15324.897529230155,52496.12772363182,3601.517961993286,8576.524215418614,8249.255683053749
M1_R2,2025-09-23,38537.110239636066,20327.060487067276,58864.170726703334,3976.6446044239783,8249.255683053749,8560.26787928
M1_R2,2025-09-24,38776.99750657183,8703.16129741657,47480.1588039884,2210.0088379731387,8560.26787928,8425.238517632271
M1_R2,2025-09-25,36420.517418452655,10232.558914824633,46653.07633327729,2523.6318029762842,8425.238517632271,3925.415915505313
M1_R2,2025-09-26,15896.256833440608,6235.4236031841065,22131.680436624716,2002.587929285481,3925.415915505313,3606.56964658656
M1_R2,2025-09-27,18589.03061824888,10624.691508452714,29213.722126701592,2695.193551944051,3606.56964658656,8093.716122608761
M1_R2,2025-09-28,39792.93649495968,18034.802051915896,57827.73854687558,3358.814460967005,8093.716122608761,8454.953250285202
M1_R2,2025-09-29,41424.51788016346,4162.33136983931,45586.84925000277,874.4203982530015,8454.953250285202,8385.293020739278
M1_R2,2025-09-30,41200.16042000559,16500.47604819301,57700.63646819859,3472.1800770338987,8385.293020739278,8417.376908730654
M1_R2,2025-10-01,41045.694731755495,207.73367430540435,41253.42840606089,93.0674125499047,8417.376908730654,9780.08017883438
M1_R2,2025-10-02,39158.790048237846,133.31621216823476,39292.10626040607,46.97289992074269,9780.08017883438,6205.79610575971
M1_R2,2025-10-03,14209.397951138877,3084.176909662683,17293.57486080156,1343.7282693238026,6205.79610575971,4752.389530012768
M1_R2,2025-10-04,17477.580948157294,4151.769778859067,21629.35072701636,1350.8344914809522,4752.389530012768,9090.308022529509
M1_R2,2025-10-05,36400.61326663572,2919.8553996231376,39320.46866625886,892.7581786538478,9090.308022529509,9271.907329569329
M1_R2,2025-10-06,37614.52637831861,3101.9176913448264,40716.44406966343,657.0287352753496,9271.907329569329,8916.741055915536
M1_R2,2025-10-07,37714.48828116713,5330.902730200898,43045.391011368025,1264.0231938823,8916.741055915536,9222.772306614726
M1_R2,2025-10-08,33294.85578706123,19090.520193630684,52385.37598069191,3873.3987745331515,9222.772306614726,8261.626979668692
M1_R2,2025-10-09,33278.607976334846,10320.075261069927,43598.68323740477,2196.1318635626844,8261.626979668692,4256.558482780557
M1_R2,2025-10-10,13972.234445354941,9684.974325473082,23657.208770828023,2698.546934958636,4256.558482780557,4234.851689206475
M1_R2,2025-10-11,17029.369637905893,4457.023334822418,21486.392972728314,1073.0656894934036,4234.851689206475,8385.94907657517
M1_R2,2025-10-12,35857.69214959777,17476.634184336835,53334.326333934616,2953.4571334452794,8385.94907657517,8266.825405867474
M1_R2,2025-10-13,37695.867029991816,3556.2209275827854,41252.08795757461,785.7649076837077,8266.825405867474,8477.67054909624
M1_R2,2025-10-14,37130.165721603,17629.92075250152,54760.08647410452,3554.5298745121627,8477.67054909624,8292.820119613672
M1_R2,2025-10-15,35604.76823511985,33753.01937044774,69357.78760556759,6030.742143991532,8292.820119613672,8319.382036941735
M1_R2,2025-10-16,35330.59816090152,26583.29500305175,61913.89316395328,5378.600688170771,8319.382036941735,4695.687724929708
M1_R2,2025-10-17,15011.30449710144,6170.196636857981,21181.501133959424,1495.4583224449082,4695.687724929708,4750.591209010192
M1_R2,2025-10-18,16715.33655468775,5504.391141593478,22219.72769628123,1419.783793905741,4750.591209010192,8215.730149710022
M1_R2,2025-10-19,38813.94717739946,19547.21671166449,58361.163889063944,4031.100878210724,8215.730149710022,8471.674533384456
M1_R2,2025-10-20,39737.18894433433,14799.572935211341,54536.76187954568,2939.0900714790987,8471.674533384456,8194.728540371796
M1_R2,2025-10-21,40514.17908291264,19537.03417799949,60051.213260912125,3536.9275653186505,8194.728540371796,8312.2738704541
M1_R2,2025-10-22,41582.00071651359,12140.78231859579,53722.78303510937,2444.8560805520565,8312.2738704541,8379.188605506877
M1_R2,2025-10-23,40888.876454069556,3012.0428223848517,43900.919276454406,558.6471493028764,8379.188605506877,5493.042942793612
M1_R2,2025-10-24,15698.150210125154,6753.362621010082,22451.51283113523,1655.9498544673015,5493.042942793612,5281.952815358218
M1_R2,2025-10-25,17347.702130701437,5095.487938195744,22443.19006889718,1207.435868231356,5281.952815358218,8342.869685146303
M1_R2,2025-10-26,42190.63748483732,2250.2963951412153,44440.93387997854,492.55290610953875,8342.869685146303,8567.887748896226
M1_R2,2025-10-27,41920.40506278702,8035.254583636,49955.65964642302,1840.6322163286882,8567.887748896226,8368.55203561952
M1_R2,2025-10-28,41723.86941350732,10498.857247097378,52222.7266606047,2149.871772141536,8368.55203561952,8450.311630322734
M1_R2,2025-10-29,42562.33204556569,21922.66242704122,64484.99447260691,3966.6180205640167,8450.311630322734,8464.391316218516
M1_R2,2025-10-30,42773.276163890885,2872.090178306658,45645.36634219755,608.5463073671051,8464.391316218516,5964.577836168141
M1_R2,2025-10-31,16770.155289557773,3716.8661294527956,20487.02141901057,1057.3831301222895,5964.577836168141,5773.449088410252
M1_R2,2025-11-01,18106.53671256234,2230.1250840198145,20336.661796582157,686.947677691769,5773.449088410252,8390.123602463476
M1_R2,2025-11-02,44247.61530497714,8691.367280143557,52938.9825851207,1788.405727439741,8390.123602463476,8498.994961337707
M1_R2,2025-11-03,44717.08983670695,5451.871854844793,50168.96169155175,1335.064533001693,8498.994961337707,8484.081841274638
M1_R2,2025-11-04,44973.87813355056,5183.803844987138,50157.6819785377,986.7422141308728,8484.081841274638,8463.829114664193
M1_R2,2025-11-05,45585.31679396062,3157.200384244523,48742.51717820515,811.4994583095527,8463.829114664193,8687.812967212396
M1_R2,2025-11-06,43601.92637755704,14157.839900144118,57759.76627770116,3018.3528510027027,8687.812967212396,6250.322514660868
M1_R2,2025-11-07,17558.207487002088,3407.607367520511,20965.8148545226,943.8430627779601,6250.322514660868,6187.879750492999
M1_R2,2025-11-08,18358.272591908702,1367.4408090218326,19725.713400930534,403.9534657492877,6187.879750492999,8502.10570404452
M1_R2,2025-11-09,45768.387961332555,9108.04059611253,54876.42855744508,1936.5738877678855,8502.10570404452,8500.486667379559
M1_R2,2025-11-10,46031.06797808009,18216.15808037835,64247.226058458444,3614.194604374605,8500.486667379559,8558.094679565585
M1_R2,2025-11-11,46781.79170857577,3371.9846597559163,50153.77636833169,790.5755908725035,8558.094679565585,8367.503697913417
M1_R2,2025-11-12,47658.084524837,2080.362969419419,49738.44749425642,426.12973596440713,8367.503697913417,8555.326969594978
M1_R2,2025-11-13,46132.35578302616,6613.71599621481,52746.07177924096,1445.8685854101798,8555.326969594978,6980.675478112845
M1_R2,2025-11-14,17880.633436957,1594.5296245563004,19475.1630615133,510.0247008128679,6980.675478112845,6714.770114908583
M1_R2,2025-11-15,18751.58849219654,3018.073680925561,21769.662173122102,832.5357887578417,6714.770114908583,8528.81467409031
M1_R2,2025-11-16,48657.282366345506,6861.309123338076,55518.591489683575,1484.8318035306957,8528.81467409031,8496.991789576778
M1_R2,2025-11-17,49240.900936560996,797.8643104712387,50038.765247032235,241.05977827171648,8496.991789576778,8549.79456078846
M1_R2,2025-11-18,48579.75028332455,7464.4565179944675,56044.20680131902,1685.5433787470308,8549.79456078846,8499.068187693209
M1_R2,2025-11-19,49107.9002659422,6913.599374840488,56021.49964078268,1572.8570792324876,8499.068187693209,8417.673144147375
M1_R2,2025-11-20,49344.64781227005,4153.520601368946,53498.16841363899,903.5601917935205,8417.673144147375,7329.215657134943
M1_R2,2025-11-21,18274.70891751069,1887.3822415561149,20162.091159066804,726.8112175889712,7329.215657134943,7077.476610197907
M1_R2,2025-11-22,19129.173060536777,2715.8451534246246,21845.018213961397,775.4925902111908,7077.476610197907,8444.40088935078
M1_R2,2025-11-23,50486.867172915096,3197.208480420432,53684.075653335516,713.7146920300678,8444.40088935078,8581.709770161739
M1_R2,2025-11-24,50115.65008178498,3703.8517532096967,53819.50183499468,867.9629825752606,8581.709770161739,8314.987160088393
M1_R2,2025-11-25,50174.998067648565,3731.68756464341,53906.68563229196,942.8005691650093,8314.987160088393,8505.636722551702
M1_R2,2025-11-26,50266.76713857877,7147.29133909008,57414.05847766885,1530.2057267541093,8505.636722551702,8662.113659420238
M1_R2,2025-11-27,50120.1401519302,3392.994850159317,53513.13500208952,784.7410292129176,8662.113659420238,7597.175385931833
M1_R2,2025-11-28,18557.558094695854,2897.9982522805963,21455.556346976453,737.1485916874277,7597.175385931833,7547.045366549071
M1_R2,2025-11-29,19465.63019459979,10721.9055720267,30187.53576662649,1951.1093750451573,7547.045366549071,8331.109832638393
M1_R2,2025-11-30,52133.65467184341,9847.414667590929,61981.06933943434,2101.7974164928673,8331.109832638393,8547.476064736744
M1_R2,2025-12-01,52373.0735521444,28794.594231311705,81167.6677834561,7276.053135638353,8547.476064736744,8308.21829231773
M1_R2,2025-12-02,52904.72404773197,36703.851021075665,89608.57506880764,8685.936451121717,8308.21829231773,8332.6797652637
M1_R2,2025-12-03,58598.88844905147,7151.1608060867475,65750.04925513822,1781.5341654281028,8332.6797652637,9381.3662652282
M1_R2,2025-12-04,57527.51527541374,10124.253094819209,67651.76837023295,2610.311098978752,9381.3662652282,8999.542319515509
M1_R2,2025-12-05,24409.39202232186,2613.552783228415,27022.94480555028,739.4767020749957,8999.542319515509,9254.448379315869
M1_R2,2025-12-06,23922.52734527292,6560.17186395054,30482.699209223458,1654.8598337906874,9254.448379315869,8692.891576076505
M1_R2,2025-12-07,59431.32038239778,2296.232594160954,61727.552976558734,502.39377442610623,8692.891576076505,9189.84440103937
M1_R2,2025-12-08,63844.457684061206,4.0013980664085125e-05,63844.4577240752,7.433463052157042e-06,9189.84440103937,9734.885484988989
M1_R2,2025-12-09,60600.89929211166,1230.1999378964915,61831.099230008156,253.1341982996206,9734.885484988989,8978.931859638602
M1_R2,2025-12-10,60122.76370775941,632.9572204053508,60755.72092816477,156.64468882582494,8978.931859638602,8843.709300078452
M1_R2,2025-12-11,60471.45486619037,264.3157112613264,60735.770577451694,56.38268689513477,8843.709300078452,8956.100340944004
M1_R2,2025-12-12,24675.099751458514,1380.3490941786454,26055.448845637162,476.2770735938517,8956.100340944004,8562.65877347954
M1_R2,2025-12-13,25394.584076752773,1225.3027559606471,26619.88683271342,353.23196861636353,8562.65877347954,8946.348644227031
M1_R2,2025-12-14,60384.70924907857,2311.7036187767017,62696.41286785528,498.3001482028455,8946.348644227031,8924.64523232073
M1_R2,2025-12-15,64323.1973437352,298.0735111227527,64621.27085485795,61.980261234891955,8924.64523232073,9142.534795787857
M1_R2,2025-12-16,63358.243305400356,126.7649478996812,63485.008253300046,25.204628947856563,9142.534795787857,8855.98564519601
M1_R2,2025-12-17,62669.39567682189,517.7256268711917,63187.121303693086,97.58590998323479,8855.98564519601,8886.736293526123
M1_R2,2025-12-18,62480.1763919501,166.41483590969918,62646.5912278598,35.44548122652403,8886.736293526123,8873.209771663485
M1_R2,2025-12-19,26742.23527132211,221.9143742359779,26964.149645558093,70.61910416744462,8873.209771663485,8438.871975759786
M1_R2,2025-12-20,26826.15875861409,321.4818694858768,27147.640628099965,66.2385288545461,8438.871975759786,8837.764917895596
M1_R2,2025-12-21,61668.5830438627,956.1205247133746,62624.70356857608,207.0912962727615,8837.764917895596,8958.249120825796
M1_R2,2025-12-22,61116.3208007923,1895.9814638859073,63012.302264678205,420.9383928921967,8958.249120825796,8549.947574216045
M1_R2,2025-12-23,61308.24898845818,662.0490903472112,61970.2980788054,141.26419530388105,8549.947574216045,8704.230650050926
M1_R2,2025-12-24,60483.66029146992,1701.13862269753,62184.79891416746,311.0197978423348,8704.230650050926,8619.15822932566
M1_R2,2025-12-25,60284.82055013628,1916.3755018616303,62201.19605199791,377.7233549793939,8619.15822932566,8600.399760722654
M1_R2,2025-12-26,25475.828990104725,1177.9011795292408,26653.730169633964,429.63036943612076,8600.399760722654,8712.877491762458
M1_R2,2025-12-27,25072.660441467502,887.8125567878017,25960.472998255304,193.38342327754165,8712.877491762458,8567.35183929898
M1_R2,2025-12-28,60535.52302527439,2216.0526089783743,62751.57563425277,440.37988304597167,8567.35183929898,8889.013045383155
M1_R2,2025-12-29,60602.84702978116,767.7619169341651,61370.608946715314,170.1236884209937,8889.013045383155,8504.619536739123
M1_R2,2025-12-30,59334.51371224866,1903.1254659865365,61237.6391782352,412.2657020917725,8504.619536739123,8537.899533768292
M1_R2,2025-12-31,55852.8605584654,4814.532509540741,60667.39306800614,1076.0445712962178,8537.899533768292,1235.264057167648
M2,2025-02-01,21093.07131270059,291.08840697925297,21384.159719679847,94.57032982338742,10800.0,8911.764484046496
M2,2025-02-02,54772.21557630556,366.0486658690944,55138.26424217466,92.79133277184158,8911.764484046496,8971.774088272223
M2,2025-02-03,52552.194372920785,5996.252919953544,58548.44729287432,1319.677479173784,8971.774088272223,8462.206834362165
M2,2025-02-04,53144.77229941845,9008.89371325251,62153.66601267096,1905.83758077925,8462.206834362165,8476.994737783785
M2,2025-02-05,52319.11014738267,7681.921041389238,60001.031188771914,1650.1039907298136,8476.994737783785,8547.316271288906
M2,2025-02-06,52750.815007504556,3456.359350508365,56207.17435801291,747.8801189267651,8547.316271288906,7877.610287244431
M2,2025-02-07,19565.679874228186,2765.6795032452824,22331.35937747347,668.8902082904428,7877.610287244431,7805.27375572874
M2,2025-02-08,18040.74093358522,8290.874980674544,26331.615914259768,1918.072567763768,7805.27375572874,8321.098601365627
M2,2025-02-09,51039.03225291101,10831.876772498303,61870.909025409324,2301.1883043148364,8321.098601365627,8445.022084478225
M2,2025-02-10,51619.60526924589,2296.516904051895,53916.12217329779,523.9386191722867,8445.022084478225,8374.433251629305
M2,2025-02-11,50629.369935959956,4197.408125165419,54826.77806112537,863.9758016659381,8374.433251629305,8429.96749239509
M2,2025-02-12,48664.08418566418,9582.934074915383,58247.01826057958,2037.0617606886854,8429.96749239509,8374.423177418832
M2,2025-02-13,48675.409666629566,3091.4978410288613,51766.90750765843,852.3400034249188,8374.423177418832,7336.111676646859
M2,2025-02-14,16653.143193553253,7137.87101912646,23791.014212679715,2005.7089618821087,7336.111676646859,6334.1005921179485
M2,2025-02-15,17636.59299703439,9958.670577369396,27595.263574403787,2603.3344478852778,6334.1005921179485,8120.582184249673
M2,2025-02-16,46128.24239953772,20127.860187109476,66256.10258664719,4214.506170497003,8120.582184249673,8386.470969123353
M2,2025-02-17,46922.07333632058,4298.170631454102,51220.24396777469,1050.9944562159383,8386.470969123353,8284.43140911512
M2,2025-02-18,46034.80314565294,8140.100604954519,54174.90375060747,1943.8972469465991,8284.43140911512,8402.700905804904
M2,2025-02-19,45687.12129758624,14305.172674308424,59992.29397189466,3276.318559827152,8402.700905804904,8154.55717750204
M2,2025-02-20,44731.83848903122,7557.530031746665,52289.368520777876,1737.0184427067834,8154.55717750204,6455.086354540177
M2,2025-02-21,16677.00455460739,5456.961203333205,22133.965757940594,1701.768152064638,6455.086354540177,5987.539715598078
M2,2025-02-22,18008.0591248688,9164.921572444513,27172.98069731331,2140.233405426295,5987.539715598078,8280.194111600702
M2,2025-02-23,45700.86474139306,6033.994216513021,51734.85895790608,1456.9356697247545,8280.194111600702,8443.423192168275
M2,2025-02-24,44221.70405770141,5157.540938926258,49379.24499662766,1194.0200055979287,8443.423192168275,8464.256380416004
M2,2025-02-25,44280.08520016855,3269.6526277266257,47549.73782789517,905.6274829228425,8464.256380416004,8317.524262369476
M2,2025-02-26,43566.059593126774,8299.92411350203,51865.9837066288,1958.056074339352,8317.524262369476,8510.667859874031
M2,2025-02-27,41579.26861174079,12339.867462792176,53919.13607453296,2577.129545005256,8510.667859874031,6287.014694088684
M2,2025-02-28,16502.7143497614,5545.658238885429,22048.37258864683,1461.0762397011429,6287.014694088684,5923.875261789642
M2,2025-03-01,18221.118155706718,2009.0089837394,20230.127139446122,453.0394850594855,5923.875261789642,8564.325087068382
M2,2025-03-02,45085.0163358144,24055.343830333914,69140.36016614833,4604.829341820522,8564.325087068382,8584.089633184258
M2,2025-03-03,43557.1287948291,23685.94744545229,67243.07624028139,4943.5431177725695,8584.089633184258,8396.72456005007
M2,2025-03-04,45315.72417792445,1451.7486635226862,46767.47284144714,414.88880558522317,8396.72456005007,8298.736634562027
M2,2025-03-05,44998.20020998859,2877.20011636767,47875.40032635626,587.6910867394299,8298.736634562027,8468.458686712467
M2,2025-03-06,40738.57820287389,8530.917283488268,49269.49548636217,1880.8460229234065,8468.458686712467,5352.443820694842
M2,2025-03-07,15075.55876582612,8440.748158977602,23516.30692480372,1823.6054110140117,5352.443820694842,4603.783731904495
M2,2025-03-08,16486.80791068118,6272.3575238963185,22759.1654345775,1925.0988159165192,4603.783731904495,8247.20857551934
M2,2025-03-09,41783.77037189389,3663.180757917852,45446.95112981174,872.5654944507721,8247.20857551934,8558.535356974293
M2,2025-03-10,40490.79008443652,23488.030104557613,63978.820188994134,4472.781849204096,8558.535356974293,8348.152182854987
M2,2025-03-11,41934.133050010016,5149.803361812481,47083.93641182249,1259.0756336397014,8348.152182854987,8540.31140748768
M2,2025-03-12,40559.21560329498,4849.31861948775,45408.53422278272,1163.3564749229724,8540.31140748768,8269.552051272083
M2,2025-03-13,38008.71698376683,28296.92603566793,66305.64301943476,5085.374960245723,8269.552051272083,4396.749762386652
M2,2025-03-14,14610.205357759862,3912.7495028900385,18522.9548606499,1173.5992992347424,4396.749762386652,3921.509968402245
M2,2025-03-15,16600.478370980294,7343.690834251688,23944.169205231985,2128.2700580112078,3921.509968402245,8153.251286059879
M2,2025-03-16,40748.58392661006,7036.856044456891,47785.43997106695,1799.327756482714,8153.251286059879,8658.284340230342
M2,2025-03-17,40669.507567337365,2148.488726156461,42817.99629349383,610.2192022515575,8658.284340230342,8648.821419856244
M2,2025-03-18,37819.26729147196,11950.898583821272,49770.16587529323,2661.5703574515037,8648.821419856244,8262.800246131832
M2,2025-03-19,38118.34950185203,7819.35994620526,45937.7094480573,1793.1990183998382,8262.800246131832,8584.20048885093
M2,2025-03-20,35586.28504213522,15884.50486398546,51470.78990612068,3376.5603612324167,8584.20048885093,3916.228541756472
M2,2025-03-21,13926.535214417874,5935.996774955491,19862.53198937337,1886.6585118777066,3916.228541756472,3612.141801283459
M2,2025-03-22,16592.584817092076,6428.194411128177,23020.77922822025,1576.4273558564928,3612.141801283459,8349.446012281525
M2,2025-03-23,38002.27993389361,6342.504218942768,44344.78415283638,1379.7719491988485,8349.446012281525,8602.20957268551
M2,2025-03-24,37015.38002822345,7229.173154460861,44244.55318268431,1757.8871613055273,8602.20957268551,8455.759732109946
M2,2025-03-25,36848.328104040396,14770.399615147393,51618.727719187795,3216.9801272442246,8455.759732109946,8333.14079898352
M2,2025-03-26,36805.01288798587,2779.819538100249,39584.83242608611,763.284483446947,8333.14079898352,8410.867128068721
M2,2025-03-27,34836.691436880945,7647.872314393118,42484.56375127406,1838.7022348270616,8410.867128068721,3622.660517972904
M2,2025-03-28,13796.863786467526,3390.042808209657,17186.906594677184,1097.581114175805,3622.660517972904,3499.4624851320905
M2,2025-03-29,16343.96493984171,2262.0455786388848,18606.010518480594,669.6218082933584,3499.4624851320905,8484.833983409035
M2,2025-03-30,35234.79269445168,4971.163153321193,40205.95584777287,1264.9720931268394,8484.833983409035,8483.92821530252
M2,2025-03-31,34705.647615235386,19445.398312497826,54151.04592773323,3578.450981941133,8483.92821530252,8550.508012477516
M2,2025-04-01,35038.221598007876,32319.548480121324,67357.7700781292,5529.255006402415,8550.508012477516,8551.263339700803
M2,2025-04-02,35052.098707504396,27342.670125394026,62394.76883289842,5140.725575876349,8551.263339700803,8467.156656018726
M2,2025-04-03,34030.38176022473,5724.619230560121,39755.00099078484,1328.5527341955503,8467.156656018726,3349.86597055947
M2,2025-04-04,13446.378720484536,2019.0082964652909,15465.387016949826,689.8967676283985,3349.86597055947,3333.9961686476327
M2,2025-04-05,15948.107510727648,9144.785384110724,25092.89289483837,1909.8976817590328,3333.9961686476327,8371.844582862146
M2,2025-04-06,36092.40783024646,1794.2617650384068,37886.669595284875,431.28093382954336,8371.844582862146,8541.816986127838
M2,2025-04-07,35254.338292009095,2472.6653815470136,37727.0036735561,685.5261025254358,8541.816986127838,8367.970615658758
M2,2025-04-08,35819.640641239916,4551.303471091265,40370.944112331184,999.6152176305163,8367.970615658758,8437.009005919406
M2,2025-04-09,35001.654246361155,23160.983546977543,58162.6377933387,3928.333233683918,8437.009005919406,8426.891627426066
M2,2025-04-10,32779.792273966006,3924.7208909674714,36704.51316493348,915.3515158607966,8426.891627426066,3371.8940566388906
M2,2025-04-11,12902.475137735233,2180.526560886343,15083.001698621578,749.9211988202858,3371.8940566388906,2928.176340936408
M2,2025-04-12,16011.731986539933,685.6433906259106,16697.375377165845,256.46655158255413,2928.176340936408,8425.073441548227
M2,2025-04-13,34369.52636239093,5018.907789267066,39388.434151657995,1032.9221755709507,8425.073441548227,8552.252882652287
M2,2025-04-14,33784.25457972768,3154.8122218958383,36939.06680162353,845.9356217433403,8552.252882652287,8417.10566514767
